,CountryCode,question_code,question_label,answer,SUM(response),percent_all
796,Malta,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Fairly widespread,35.0,0.04
797,Malta,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Fairly rare,6.0,0.01
798,Malta,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Very rare,10.0,0.01
799,Malta,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Don`t know,2.0,0.0
800,Netherlands,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Very widespread,2019.0,2.17
801,Netherlands,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Fairly widespread,912.0,0.98
802,Netherlands,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Fairly rare,152.0,0.16
803,Netherlands,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Very rare,60.0,0.06
804,Netherlands,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Don`t know,40.0,0.04
805,Poland,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Very widespread,2320.0,2.49
806,Poland,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Fairly widespread,358.0,0.38
807,Poland,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Fairly rare,34.0,0.04
808,Poland,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Very rare,57.0,0.06
809,Poland,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Don`t know,4.0,0.0
810,Portugal,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Very widespread,1718.0,1.85
811,Portugal,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Fairly widespread,293.0,0.31
812,Portugal,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Fairly rare,43.0,0.05
813,Portugal,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Very rare,55.0,0.06
814,Portugal,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Don`t know,4.0,0.0
815,Romania,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Very widespread,925.0,0.99
816,Romania,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Fairly widespread,151.0,0.16
817,Romania,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Fairly rare,52.0,0.06
818,Romania,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Very rare,109.0,0.12
819,Romania,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Don`t know,32.0,0.03
820,Sweden,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Very widespread,1649.0,1.77
821,Sweden,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Fairly widespread,512.0,0.55
822,Sweden,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Fairly rare,139.0,0.15
823,Sweden,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Very rare,147.0,0.16
824,Sweden,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Don`t know,16.0,0.02
825,Slovenia,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Very widespread,422.0,0.45
826,Slovenia,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Fairly widespread,167.0,0.18
827,Slovenia,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Fairly rare,26.0,0.03
828,Slovenia,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Very rare,14.0,0.02
829,Slovenia,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Don`t know,7.0,0.01
830,Slovakia,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Very widespread,806.0,0.87
831,Slovakia,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Fairly widespread,143.0,0.15
832,Slovakia,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Fairly rare,18.0,0.02
833,Slovakia,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Very rare,30.0,0.03
834,Slovakia,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Don`t know,4.0,0.0
835,United_Kingdom,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Very widespread,4897.0,5.26
836,United_Kingdom,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Fairly widespread,1356.0,1.46
837,United_Kingdom,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Fairly rare,289.0,0.31
838,United_Kingdom,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Very rare,151.0,0.16
839,United_Kingdom,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Don`t know,46.0,0.05
